relevance_score,completeness_score,hallucination_detected,latency_ms,estimated_tokens,estimated_cost_usd,keywords_from_context,num_context_chunks,num_response_sentences,index,num_hallucinated_sentences
1.0,1.0,False,,8,1.6e-05,"['hurry', 'don', 'ever']",2,1,1805,0
0.7796,0.625,False,,13,2.6e-05,"['don', 'ever', 'hurry', 'not', 'fault', 'you', 'didn', 'wake']",2,2,1806,0
0.7908,1.0,False,,16,3.2e-05,"['you', 'not', 'fault', 'didn', 'wake', 'tell']",2,2,1807,0
1.0,0.25,False,,6,1.2e-05,"['you', 'not', 'fault', 'didn', 'tell', 'wake', 'well', 'meant']",2,1,1808,0
1.0,0.75,False,,12,2.4e-05,"['well', 'meant', 'don', 'ever', 'hurry', 'when', 'you', 'driving']",2,1,1809,0
1.0,0.25,False,,3,6e-06,"['don', 'ever', 'hurry', 'when', 'you', 'driving', 'why', 'not']",2,1,1810,0
0.8698,0.75,False,,17,3.4e-05,"['because', 'why', 'not', 'you', 'have', 'accident', 'most', 'accidents']",2,2,1811,0
1.0,0.125,False,,6,1.2e-05,"['because', 'you', 'have', 'accident', 'most', 'accidents', 'people', 'hurry']",2,1,1812,0
1.0,0.4,False,,5,1e-05,"['how', 'you', 'know', 'read', 'lot']",2,1,1813,0
1.0,0.7143,False,,8,1.6e-05,"['read', 'lot', 'thought', 'drunks', 'caused', 'most', 'accidents']",2,1,1814,0
1.0,0.5,False,,5,1e-05,"['let', 'ride', 'where', 'going']",2,1,1815,0
1.0,0.5,False,,4,8e-06,"['where', 'going', 'into', 'mountains']",2,1,1816,0
1.0,0.5,False,,4,8e-06,"['into', 'mountains', 'sounds', 'nice']",2,1,1817,0
1.0,0.7143,False,,9,1.8e-05,"['sounds', 'nice', 'want', 'show', 'you', 'new', 'car']",2,1,1818,0
1.0,0.6667,False,,6,1.2e-05,"['you', 'new', 'car', 'want', 'show', 'bought']",2,1,1819,0
0.845,0.5,True,,8,1.6e-05,"['bought', 'you', 'new', 'car', 'yes', 'cadillac']",2,2,1820,1
1.0,0.4,False,,4,8e-06,"['yes', 'bought', 'cadillac', 'luxury', 'car']",2,1,1821,0
1.0,0.75,False,,5,1e-05,"['luxury', 'car', 'plus', 'speed']",2,1,1822,0
1.0,0.4,False,,6,1.2e-05,"['luxury', 'plus', 'speed', 'what', 'waiting']",2,1,1823,0
1.0,0.6,False,,6,1.2e-05,"['what', 'waiting', 'let', 'get', 'keys']",2,1,1824,0
1.0,0.75,False,,6,1.2e-05,"['let', 'get', 'keys', 'camera']",2,1,1825,0
1.0,0.7143,False,,9,1.8e-05,"['have', 'bathroom', 'why', 'didn', 'you', 'before', 'left']",2,1,1826,0
1.0,0.375,False,,10,2e-05,"['why', 'didn', 'you', 'before', 'left', 'did', 'but', 'have']",2,1,1827,0
1.0,0.5,False,,8,1.6e-05,"['did', 'but', 'have', 'again', 'well', 'hold', 'little', 'longer']",2,1,1828,0
1.0,0.4286,False,,8,1.6e-05,"['well', 'hold', 'little', 'longer', 'think', 'going', 'explode']",2,1,1829,0
1.0,0.4,False,,4,8e-06,"['think', 'going', 'explode', 'just', 'hold']",2,1,1830,0
0.9756,0.7143,True,,9,1.8e-05,"['just', 'hold', 'don', 'hit', 'any', 'more', 'bumps']",2,2,1831,1
1.0,0.5,False,,14,2.8e-05,"['don', 'hit', 'any', 'more', 'bumps', 'mcdonald', 'just', 'few']",2,1,1832,0
1.0,0.5714,False,,7,1.4e-05,"['minutes', 'mcdonald', 'just', 'few', 'hope', 'they', 'fast']",2,1,1833,0
0.936,0.5,False,,10,2e-05,"['think', 'about', 'hope', 'they', 'fast', 'minutes', 'something', 'else']",2,2,1834,0
1.0,0.5,False,,11,2.2e-05,"['think', 'about', 'something', 'else', 'hamburger', 'thinking', 'but', 'still']",2,1,1835,0
0.8593,0.4286,False,,9,1.8e-05,"['thinking', 'but', 'still', 'have', 'next', 'exit', 'hold']",2,2,1836,0
1.0,0.6,False,,5,1e-05,"['where', 'car', 'what', 'you', 'mean']",2,1,1837,0
1.0,0.5,False,,6,1.2e-05,"['what', 'you', 'mean', 'car', 'isn', 'here']",2,1,1838,0
1.0,0.7143,False,,6,1.2e-05,"['car', 'isn', 'here', 'where', 'did', 'you', 'park']",2,1,1839,0
1.0,0.5714,False,,6,1.2e-05,"['where', 'did', 'you', 'park', 'parked', 'right', 'here']",2,1,1840,0
1.0,0.4,False,,4,8e-06,"['parked', 'right', 'here', 'you', 'sure']",2,1,1841,0
0.9119,0.6667,True,,8,1.6e-05,"['you', 'sure', 'yes', 'remember', 'big', 'tree']",2,2,1842,1
1.0,0.5,False,,7,1.4e-05,"['tree', 'yes', 'remember', 'big', 'maybe', 'wrong']",2,1,1843,0
1.0,0.3333,False,,7,1.4e-05,"['tree', 'maybe', 'wrong']",2,1,1844,0
1.0,0.75,False,,5,1e-05,"['tree', 'did', 'someone', 'steal']",2,1,1845,0
1.0,0.5,False,,5,1e-05,"['did', 'someone', 'steal', 'sure', 'hope', 'not']",2,1,1846,0
1.0,0.5714,False,,7,1.4e-05,"['sure', 'hope', 'not', 'maybe', 'they', 'towed', 'away']",2,1,1847,0
1.0,0.5,False,,5,1e-05,"['look', 'traffic', 'rather', 'not']",2,1,1848,0
1.0,0.6667,False,,6,1.2e-05,"['rather', 'not', 'gets', 'worse', 'every', 'year']",2,1,1849,0
0.8251,0.5,False,,15,3e-05,"['gets', 'worse', 'every', 'year', 'why', 'you', 'complaining', 'going']",2,2,1850,0
1.0,0.125,False,,7,1.4e-05,"['why', 'you', 'complaining', 'going', 'almost', 'miles', 'hour', 'speed']",2,1,1851,0
1.0,0.5,False,,17,3.4e-05,"['speed', 'limit', 'well', 'between']",2,1,1852,0
1.0,0.7143,False,,7,1.4e-05,"['well', 'between', 'where', 'all', 'these', 'people', 'going']",2,1,1853,0
1.0,0.5,False,,8,1.6e-05,"['all', 'where', 'these', 'people', 'going', 'they', 'asking', 'same']",2,1,1854,0
1.0,0.5,False,,9,1.8e-05,"['they', 'all', 'asking', 'same', 'question', 'when', 'going', 'fix']",2,1,1855,0
1.0,0.5,False,,7,1.4e-05,"['they', 'when', 'going', 'fix', 'problem', 'said', 'need', 'more']",2,1,1856,0
1.0,0.8333,False,,6,1.2e-05,"['they', 'need', 'more', 'money', 'said', 'always']",2,1,1857,0
1.0,0.375,False,,9,1.8e-05,"['they', 'always', 'need', 'more', 'money', 'get', 'worse', 'before']",2,1,1858,0
1.0,0.5,False,,9,1.8e-05,"['did', 'you', 'see', 'car', 'yes', 'went', 'through', 'red']",2,1,1859,0
1.0,0.375,False,,6,1.2e-05,"['yes', 'went', 'through', 'red', 'light', 'can', 'call', 'police']",2,1,1860,0
1.0,0.6,False,,8,1.6e-05,"['police', 'can', 'call', 'don', 'care']",2,1,1861,0
1.0,0.4,False,,3,6e-06,"['police', 'don', 'care', 'why', 'not']",2,1,1862,0
1.0,0.6667,False,,7,1.4e-05,"['why', 'not', 'they', 'have', 'see', 'happen']",2,1,1863,0
1.0,0.5,False,,6,1.2e-05,"['they', 'have', 'see', 'happen', 'don', 'believe']",2,1,1864,0
0.9299,0.75,True,,14,2.8e-05,"['they', 'don', 'believe', 'can', 'only', 'give', 'ticket', 'see']",2,2,1865,1
1.0,0.125,False,,7,1.4e-05,"['they', 'can', 'only', 'give', 'ticket', 'see', 'happen', 'what']",2,1,1866,0
1.0,0.6667,False,,6,1.2e-05,"['what', 'don', 'anything']",2,1,1867,0
1.0,0.75,False,,10,2e-05,"['don', 'anything', 'maybe', 'should', 'honk', 'horn', 'next', 'time']",2,1,1868,0
1.0,0.375,False,,10,2e-05,"['honk', 'maybe', 'should', 'horn', 'next', 'time', 'driver', 'will']",2,1,1869,0
1.0,0.6667,False,,7,1.4e-05,"['car', 'dirty', 'why', 'don', 'you', 'wash']",2,1,1870,0
1.0,0.3333,False,,9,1.8e-05,"['why', 'don', 'you', 'wash', 'what', 'going']",2,1,1871,0
1.0,0.8,False,,8,1.6e-05,"['going', 'what', 'you', 'wash', 'yourself']",2,1,1872,0
0.772,0.5,False,,10,2e-05,"['you', 'going', 'wash', 'yourself', 'course', 'not', 'hard', 'job']",2,2,1873,0
1.0,0.3333,False,,5,1e-05,"['course', 'not', 'hard', 'job', 'help', 'you']",2,1,1874,0
1.0,0.6,False,,8,1.6e-05,"['help', 'you', 'okay', 'get', 'bucket']",2,1,1875,0
1.0,0.5,False,,7,1.4e-05,"['okay', 'get', 'bucket', 'rinse', 'car', 'first']",2,1,1876,0
1.0,0.625,False,,12,2.4e-05,"['rinse', 'car', 'first', 'then', 'can', 'scrub', 'wet', 'sponge']",2,1,1877,0
1.0,0.375,False,,11,2.2e-05,"['can', 'then', 'scrub', 'wet', 'sponge', 'soap', 'after', 'dry']",2,1,1878,0
1.0,0.5,False,,6,1.2e-05,"['after', 'can', 'dry', 'towel', 'then', 'will', 'look', 'like']",2,1,1879,0
1.0,0.2857,False,,6,1.2e-05,"['then', 'will', 'look', 'like', 'new', 'you', 'save']",2,1,1880,0
1.0,0.5,False,,5,1e-05,"['sure', 'windy', 'today', 'paper', 'flying', 'everywhere']",2,1,1881,0
1.0,0.5,False,,7,1.4e-05,"['paper', 'flying', 'everywhere', 'wind', 'dangerous', 'drivers']",2,1,1882,0
1.0,0.6667,False,,7,1.4e-05,"['drivers', 'wind', 'dangerous', 'especially', 'big', 'trucks']",2,1,1883,0
1.0,0.625,False,,7,1.4e-05,"['trucks', 'especially', 'drivers', 'big', 'wind', 'blows', 'those', 'over']",2,1,1884,0
1.0,0.5714,False,,7,1.4e-05,"['blows', 'over', 'wind', 'those', 'trucks', 'trees', 'too']",2,1,1885,0
1.0,0.5,False,,9,1.8e-05,"['blows', 'trees', 'over', 'too', 'tree', 'fell', 'onto', 'dad']",2,1,1886,0
1.0,0.375,False,,5,1e-05,"['tree', 'fell', 'onto', 'dad', 'car', 'there', 'much', 'damage']",2,1,1887,0
1.0,0.625,False,,9,1.8e-05,"['there', 'much', 'damage', 'dad', 'had', 'buy', 'new', 'car']",2,1,1888,0
0.7553,0.2857,False,,6,1.2e-05,"['dad', 'had', 'buy', 'new', 'car', 'wow', 'terrible']",2,2,1889,0
1.0,0.75,False,,8,1.6e-05,"['wow', 'terrible', 'never', 'park', 'your', 'car', 'under', 'tree']",2,1,1890,0
1.0,0.375,False,,13,2.6e-05,"['will', 'get', 'you', 'never', 'park', 'your', 'car', 'under']",2,1,1891,0
1.0,0.6,False,,11,2.2e-05,"['stop', 'when', 'going', 'next', 'mcdonald']",2,1,1892,0
1.0,0.5,False,,6,1.2e-05,"['stop', 'next', 'mcdonald', 'how', 'far', 'away']",2,1,1893,0
1.0,0.5714,False,,11,2.2e-05,"['how', 'far', 'away', 'think', 'there', 'half', 'hour']",2,1,1894,0
0.586,0.4286,False,,12,2.4e-05,"['think', 'there', 'half', 'hour', 'hope', 'have', 'bathroom']",2,2,1895,0
1.0,0.625,False,,8,1.6e-05,"['hope', 'have', 'bathroom', 'well', 'can', 'always', 'pull', 'over']",2,1,1896,0
1.0,0.375,False,,10,2e-05,"['well', 'can', 'always', 'pull', 'over', 'thank', 'you', 'just']",2,1,1897,0
1.0,0.5,False,,9,1.8e-05,"['thank', 'you', 'just', 'wait', 'can', 'kill', 'two', 'birds']",2,1,1898,0
1.0,0.25,False,,5,1e-05,"['can', 'kill', 'two', 'birds', 'one', 'stone', 'what', 'you']",2,1,1899,0
1.0,0.75,False,,13,2.6e-05,"['you', 'what', 'mean', 'while', 'using', 'bathroom', 'order', 'some']",2,1,1900,0
0.7766,0.25,False,,11,2.2e-05,"['order', 'while', 'you', 'using', 'bathroom', 'some', 'food', 'don']",2,2,1901,0
0.8757,0.75,False,,18,3.6e-05,"['order', 'hungry', 'don', 'not', 'very', 'you', 'then', 'eat']",2,2,1902,0
1.0,0.625,False,,9,1.8e-05,"['such', 'long', 'light', 'look', 'how', 'many', 'cars', 'waiting']",2,1,1903,0
1.0,0.25,False,,7,1.4e-05,"['look', 'how', 'many', 'cars', 'waiting', 'line', 'they', 'need']",2,1,1904,0
1.0,0.625,False,,14,2.8e-05,"['left', 'turn', 'they', 'need', 'arrow', 'only', 'two', 'cars']",2,1,1905,0
1.0,0.0,False,,6,1.2e-05,"['only', 'two', 'cars', 'can', 'make', 'left', 'turn', 'every']",2,1,1906,0
1.0,0.6,False,,6,1.2e-05,"['here', 'forever', 'get', 'out', 'lane']",2,1,1907,0
1.0,0.5714,False,,7,1.4e-05,"['get', 'out', 'lane', 'but', 'need', 'turn', 'left']",2,1,1908,0
0.7326,0.3333,False,,6,1.2e-05,"['but', 'need', 'turn', 'left', 'forget', 'straight']",2,2,1909,0
1.0,0.5,False,,3,6e-06,"['forget', 'straight', 'then', 'what']",2,1,1910,0
1.0,0.8,False,,9,1.8e-05,"['then', 'what', 'just', 'make', 'turn']",2,1,1911,0
1.0,0.7143,False,,10,2e-05,"['then', 'turn', 'just', 'make', 'can', 'right', 'light']",2,1,1912,0
0.799,0.375,False,,10,2e-05,"['then', 'can', 'turn', 'right', 'light', 'good', 'idea', 'will']",2,2,1913,0
1.0,0.625,False,,7,1.4e-05,"['need', 'cheap', 'car', 'how', 'much', 'money', 'you', 'have']",2,1,1914,0
1.0,0.1667,False,,5,1e-05,"['how', 'much', 'money', 'you', 'have', '000']",2,1,1915,0
1.0,0.8333,False,,8,1.6e-05,"['000', 'well', 'should', 'get', 'you', 'something']",2,1,1916,0
1.0,0.5,False,,8,1.6e-05,"['something', 'well', 'should', 'get', 'you', 'but', 'need', 'reliable']",2,1,1917,0
1.0,0.625,False,,8,1.6e-05,"['need', 'but', 'something', 'reliable', 'you', 'car', 'low', 'mileage']",2,1,1918,0
1.0,0.5,False,,11,2.2e-05,"['car', 'you', 'need', 'low', 'mileage', 'owned', 'little', 'old']",2,1,1919,0
1.0,0.375,False,,5,1e-05,"['car', 'owned', 'little', 'old', 'lady', 'where', 'have', 'you']",2,1,1920,0
1.0,0.8571,False,,7,1.4e-05,"['looked', 'where', 'have', 'you', 'haven', 'anywhere', 'yet']",2,1,1921,0
1.0,0.3333,False,,3,6e-06,"['haven', 'looked', 'anywhere', 'yet', 'why', 'not']",2,1,1922,0
1.0,0.75,False,,12,2.4e-05,"['why', 'not', 'because', 'never', 'find', 'one', 'such', 'low']",2,1,1923,0
0.7989,0.25,False,,11,2.2e-05,"['because', 'never', 'find', 'one', 'such', 'low', 'price', 'you']",2,2,1924,0
1.0,0.625,False,,9,1.8e-05,"['good', 'afternoon', 'officer', 'your', 'driver', 'license', 'registration', 'please']",2,1,1925,0
1.0,0.2857,False,,4,8e-06,"['your', 'driver', 'license', 'registration', 'please', 'here', 'you']",2,1,1926,0
1.0,0.8333,False,,9,1.8e-05,"['you', 'here', 'know', 'why', 'pulled', 'over']",2,1,1927,0
0.8266,0.5,True,,15,3e-05,"['you', 'know', 'why', 'pulled', 'over', 'have', 'idea', 'all']",2,2,1928,1
1.0,0.125,False,,9,1.8e-05,"['have', 'idea', 'all', 'sudden', 'heard', 'your', 'siren', 'you']",2,1,1929,0
1.0,0.25,False,,4,8e-06,"['you', 'rolled', 'through', 'stop', 'sign', 'back', 'there', 'but']",2,1,1930,0
0.9168,0.875,False,,20,4e-05,"['you', 'but', 'didn', 'stopped', 'slowed', 'down', 'come', 'full']",2,2,1931,0
1.0,0.0,False,,11,2.2e-05,"['you', 'didn', 'slowed', 'down', 'but', 'come', 'full', 'stop']",2,1,1932,0
1.0,0.25,False,,10,2e-05,"['well', 'nobody', 'else', 'does', 'why', 'should', 'not', 'attitude']",2,1,1933,0
0.7808,0.75,False,,17,3.4e-05,"['good', 'driver', 'not', 'attitude', 'but', 'never', 'had', 'ticket']",2,2,1934,0
0.7398,0.125,False,,15,3e-05,"['but', 'good', 'driver', 'never', 'had', 'ticket', 'life', 'well']",2,3,1935,0
1.0,0.5714,False,,6,1.2e-05,"['140', 'can', 'believe', 'what', 'you', 'talking', 'about']",2,1,1936,0
1.0,0.5,False,,9,1.8e-05,"['what', 'you', 'talking', 'about', 'got', 'ticket', 'downtown', '140']",2,1,1937,0
1.0,0.4286,False,,4,8e-06,"['got', 'ticket', 'downtown', '140', 'were', 'you', 'speeding']",2,1,1938,0
1.0,0.4,False,,8,1.6e-05,"['were', 'you', 'speeding', 'crossing', 'street']",2,1,1939,0
1.0,0.6,False,,6,1.2e-05,"['crossing', 'street', 'were', 'you', 'jaywalking']",2,1,1940,0
1.0,0.25,False,,9,1.8e-05,"['were', 'you', 'jaywalking', 'crosswalk']",2,1,1941,0
1.0,0.8333,False,,8,1.6e-05,"['crosswalk', 'why', 'did', 'you', 'get', 'ticket']",2,1,1942,0
1.0,0.375,False,,9,1.8e-05,"['why', 'did', 'you', 'get', 'ticket', 'officer', 'said', 'red']",2,1,1943,0
1.0,0.625,False,,10,2e-05,"['blinking', 'officer', 'said', 'red', 'hand', 'when', 'you', 'entered']",2,1,1944,0
1.0,0.5,False,,9,1.8e-05,"['blinking', 'when', 'you', 'entered', 'crosswalk', 'white', 'walk', 'sign']",2,1,1945,0
0.8334,0.5,False,,12,2.4e-05,"['white', 'walk', 'sign', 'blinking', 'you', 'should', 'fight', 'ticket']",2,2,1946,0
1.0,0.1667,False,,2,4e-06,"['they', 'were', 'crosswalk', 'near', 'school', 'who']",2,1,1947,0
1.0,0.8,False,,6,1.2e-05,"['who', 'two', 'students', 'from', 'usc']",2,1,1948,0
1.0,0.3333,False,,3,6e-06,"['two', 'students', 'from', 'usc', 'what', 'happened']",2,1,1949,0
1.0,0.75,False,,12,2.4e-05,"['what', 'happened', 'speeding', 'car', 'ran', 'red', 'light', 'killing']",2,1,1950,0
1.0,0.125,False,,7,1.4e-05,"['speeding', 'car', 'ran', 'red', 'light', 'killing', 'girl', 'what']",2,1,1951,0
1.0,0.4286,False,,9,1.8e-05,"['what', 'happened', 'other', 'student', 'landed', 'hood', 'car']",2,1,1952,0
1.0,0.6667,False,,7,1.4e-05,"['hood', 'landed', 'car', 'did', 'get', 'off']",2,1,1953,0
1.0,0.75,False,,16,3.2e-05,"['off', 'hood', 'did', 'get', 'car', 'stopped', 'passenger', 'pushed']",2,1,1954,0
1.0,0.125,False,,10,2e-05,"['car', 'stopped', 'passenger', 'pushed', 'injured', 'student', 'off', 'hood']",2,1,1955,0
0.7725,0.375,False,,15,3e-05,"['bet', 'car', 'continued', 'its', 'way', 'course', 'did', 'why']",2,2,1956,0
1.0,0.125,False,,13,2.6e-05,"['them', 'course', 'did', 'why', 'stop', 'after', 'you', 'run']",2,1,1957,0
1.0,0.5,False,,9,1.8e-05,"['what', 'happened', 'your', 'car', 'got', 'dent', 'parking', 'lot']",2,1,1958,0
1.0,0.5,False,,6,1.2e-05,"['got', 'dent', 'parking', 'lot', 'how', 'did', 'you', 'get']",2,1,1959,0
0.9397,0.5,True,,13,2.6e-05,"['how', 'did', 'you', 'get', 'don', 'know', 'maybe', 'from']",2,2,1960,1
1.0,0.5,False,,6,1.2e-05,"['shopping', 'don', 'know', 'maybe', 'from', 'cart', 'those', 'carts']",2,1,1961,0
1.0,0.4286,False,,5,1e-05,"['those', 'shopping', 'carts', 'dangerous', 'especially', 'metal', 'ones']",2,1,1962,0
1.0,0.75,False,,13,2.6e-05,"['metal', 'especially', 'ones', 'don', 'park', 'store', 'uses', 'shopping']",2,1,1963,0
1.0,0.25,False,,16,3.2e-05,"['store', 'good', 'don', 'park', 'uses', 'metal', 'shopping', 'carts']",2,1,1964,0
1.0,0.375,False,,9,1.8e-05,"['good', 'sale', 'idea', 'but', 'there', 'store', 'did', 'you']",2,1,1965,0
0.8038,0.5,False,,11,2.2e-05,"['did', 'you', 'save', 'any', 'money', 'sale', 'yes', 'saved']",2,2,1966,0
1.0,0.2,False,,4,8e-06,"['yes', 'did', 'saved', 'about', 'great']",2,1,1967,0
1.0,0.875,False,,11,2.2e-05,"['great', 'yes', 'except', 'dent', 'will', 'cost', 'about', '150']",2,1,1968,0
0.822,0.4286,False,,8,1.6e-05,"['did', 'you', 'see', 'titanic', 'yes', 'great', 'movie']",2,2,1969,0
1.0,0.5,False,,6,1.2e-05,"['yes', 'great', 'movie', 'saw', 'twelve', 'times']",2,1,1970,0
1.0,0.75,False,,6,1.2e-05,"['saw', 'times', 'twelve', 'eight']",2,1,1971,0
1.0,0.4,False,,5,1e-05,"['saw', 'eight', 'times', 'have', 'dvd']",2,1,1972,0
1.0,0.0,False,,4,8e-06,"['have', 'dvd']",2,1,1973,0
1.0,1.0,False,,7,1.4e-05,"['let', 'your', 'home']",2,1,1974,0
1.0,0.5,False,,6,1.2e-05,"['let', 'your', 'home', 'can', 'watch', 'dvd']",2,1,1975,0
1.0,0.6,False,,9,1.8e-05,"['can', 'watch', 'dvd', 'then', 'home']",2,1,1976,0
1.0,0.5,False,,5,1e-05,"['then', 'can', 'home', 'watch', 'your', 'dvd']",2,1,1977,0
1.0,0.5,False,,7,1.4e-05,"['watch', 'your', 'dvd', 'always', 'cry', 'end']",2,1,1978,0
0.7282,0.4,False,,8,1.6e-05,"['always', 'cry', 'end', 'too', 'sad']",2,2,1979,0
1.0,0.625,False,,8,1.6e-05,"['let', 'play', 'cards', 'don', 'know', 'any', 'card', 'games']",2,1,1980,0
1.0,0.375,False,,6,1.2e-05,"['don', 'know', 'any', 'card', 'games', 'teach', 'you', 'one']",2,1,1981,0
0.9456,0.8333,True,,8,1.6e-05,"['teach', 'you', 'one', 'okay', 'what', 'will']",2,2,1982,1
1.0,0.2857,False,,5,1e-05,"['okay', 'what', 'will', 'you', 'teach', 'called', 'poker']",2,1,1983,0
1.0,0.5,False,,6,1.2e-05,"['called', 'poker', 'easy', 'learn']",2,1,1984,0
1.0,0.75,False,,11,2.2e-05,"['easy', 'learn', 'yes', 'will', 'only', 'take', 'about', 'minutes']",2,1,1985,0
0.8915,0.25,True,,8,1.6e-05,"['yes', 'will', 'only', 'take', 'about', 'minutes', 'okay', 'teach']",2,2,1986,1
1.0,0.5,False,,6,1.2e-05,"['okay', 'teach', 'how', 'play', 'each', 'get', 'five', 'cards']",2,1,1987,0
0.9156,0.5,True,,9,1.8e-05,"['each', 'get', 'five', 'cards', 'look', 'have', 'four', 'tens']",2,2,1988,1
1.0,0.5,False,,13,2.6e-05,"['look', 'have', 'four', 'tens', 'great', 'but', 'you', 'not']",2,1,1989,0
0.9545,0.25,True,,13,2.6e-05,"['great', 'but', 'you', 'not', 'supposed', 'tell', 'sorry', 'okay']",2,3,1990,2
1.0,0.25,False,,4,8e-06,"['good', 'card', 'player', 'why']",2,1,1991,0
1.0,0.8,False,,7,1.4e-05,"['why', 'because', 'watch', 'other', 'players']",2,1,1992,0
1.0,0.4286,False,,5,1e-05,"['because', 'watch', 'other', 'players', 'what', 'you', 'mean']",2,1,1993,0
1.0,0.75,False,,11,2.2e-05,"['you', 'what', 'mean', 'people', 'will', 'tell', 'they', 'have']",2,1,1994,0
1.0,0.125,False,,6,1.2e-05,"['they', 'people', 'will', 'tell', 'you', 'have', 'good', 'hand']",2,1,1995,0
1.0,0.75,False,,12,2.4e-05,"['how', 'they', 'example', 'friend', 'mine', 'licks', 'his', 'lips']",2,1,1996,0
1.0,0.625,False,,15,3e-05,"['licks', 'his', 'lips', 'example', 'friend', 'mine', 'when', 'you']",2,1,1997,0
1.0,0.5,False,,14,2.8e-05,"['know', 'has', 'good', 'hand', 'when', 'licks', 'his', 'lips']",2,1,1998,0
1.0,0.25,False,,6,1.2e-05,"['know', 'has', 'good', 'hand', 'don', 'bet', 'never', 'wins']",2,1,1999,0
1.0,0.5,False,,9,1.8e-05,"['never', 'wins', 'your', 'money', 'nope', 'drives', 'him', 'crazy']",2,1,2000,0
0.7936,0.5,False,,16,3.2e-05,"['you', 'nope', 'drives', 'him', 'crazy', 'knows', 'can', 'read']",2,2,2001,0
1.0,0.3333,False,,7,1.4e-05,"['turn', 'radio', 'down', 'please', 'but', 'listening']",2,1,2002,0
1.0,0.6667,False,,8,1.6e-05,"['but', 'listening', 'well', 'listen', 'more', 'quietly']",2,1,2003,0
1.0,0.5,False,,9,1.8e-05,"['well', 'listen', 'more', 'quietly', 'can', 'wait', 'till', 'grow']",2,1,2004,0
1.0,0.4286,False,,5,1e-05,"['can', 'wait', 'till', 'grow', 'what', 'will', 'you']",2,1,2005,0
1.0,0.7143,False,,11,2.2e-05,"['will', 'what', 'you', 'play', 'radio', 'loud', 'want']",2,1,2006,0
1.0,0.1667,False,,6,1.2e-05,"['will', 'play', 'radio', 'loud', 'want', 'okay']",2,1,2007,0
1.0,0.8571,False,,12,2.4e-05,"['okay', 'will', 'have', 'radio', 'every', 'room', 'house']",2,1,2008,0
1.0,0.25,False,,8,1.6e-05,"['will', 'have', 'radio', 'every', 'room', 'house', 'remind', 'never']",2,1,2009,0
1.0,0.5,False,,9,1.8e-05,"['remind', 'never', 'visit', 'you', 'all', 'radios', 'will', 'extra']",2,1,2010,0
1.0,0.5,False,,6,1.2e-05,"['will', 'all', 'radios', 'extra', 'loud', 'your', 'neighbors', 'hate']",2,1,2011,0
1.0,0.375,False,,11,2.2e-05,"['they', 'your', 'neighbors', 'will', 'hate', 'you', 'don', 'like']",2,1,2012,0
1.0,0.5714,False,,6,1.2e-05,"['hope', 'win', 'lotto', 'your', 'chances', 'very', 'small']",2,1,2013,0
1.0,0.5,False,,11,2.2e-05,"['you', 'your', 'chances', 'very', 'small', 'but', 'can', 'win']",2,1,2014,0
0.9143,0.6667,True,,11,2.2e-05,"['you', 'can', 'win', 'play', 'but', 'don']",2,2,2015,1
1.0,0.5,False,,5,1e-05,"['you', 'win', 'can', 'play', 'someone', 'has']",2,1,2016,0
1.0,0.5,False,,6,1.2e-05,"['someone', 'has', 'win', 'what', 'everyone', 'says']",2,1,2017,0
1.0,0.4,False,,7,1.4e-05,"['what', 'everyone', 'says', 'might', 'well']",2,1,2018,0
1.0,0.6,False,,6,1.2e-05,"['might', 'well', 'what', 'everyone', 'says']",2,1,2019,0
1.0,0.5714,False,,8,1.6e-05,"['what', 'everyone', 'says', 'you', 'trying', 'tell', 'something']",2,1,2020,0
1.0,0.4286,False,,6,1.2e-05,"['you', 'trying', 'tell', 'something', 'didn', 'take', 'long']",2,1,2021,0
1.0,0.625,False,,7,1.4e-05,"['didn', 'take', 'long', 'you', 'think', 'should', 'quit', 'playing']",2,1,2022,0
1.0,0.5,False,,6,1.2e-05,"['you', 'think', 'should', 'quit', 'playing', 'save', 'your', 'money']",2,1,2023,0
1.0,0.6667,False,,3,6e-06,"['what', 'nothing', 'much']",2,1,2024,0
1.0,0.6667,False,,6,1.2e-05,"['nothing', 'much', 'what', 'about', 'baseball', 'game']",2,1,2025,0
1.0,0.4286,False,,6,1.2e-05,"['what', 'about', 'baseball', 'game', 'got', 'rained', 'out']",2,1,2026,0
1.0,0.6667,False,,4,8e-06,"['rained', 'out', 'got']",2,1,2027,0
1.0,1.0,False,,6,1.2e-05,"['rained', 'out', 'yes']",2,1,2028,0
1.0,0.4,False,,5,1e-05,"['yes', 'rained', 'out', 'how', 'could']",2,1,2029,0
1.0,0.75,False,,12,2.4e-05,"['how', 'could', 'well', 'you', 'can', 'play', 'baseball', 'rainstorm']",2,1,2030,0
1.0,0.375,False,,9,1.8e-05,"['well', 'you', 'can', 'play', 'baseball', 'rainstorm', 'thought', 'they']",2,1,2031,0
1.0,0.375,False,,6,1.2e-05,"['dome', 'thought', 'they', 'were', 'playing', 'under', 'doesn', 'close']",2,1,2032,0
1.0,0.75,False,,6,1.2e-05,"['doesn', 'close', 'dome', 'why']",2,1,2033,0
0.95,0.625,True,,13,2.6e-05,"['they', 'why', 'doesn', 'close', 'who', 'knows', 'said', 'fix']",2,2,2034,1
